filename,treeno,sentence,num_matches
wb/sel/83/sel_8328,1,"So , he puffs himself as though he knows something not given to the general public or a mere parent to understand , and he pontificates that mere knowledge is & quot ; not as important & quot ; as being able to apply that knowledge .",0
wb/sel/83/sel_8343,1,"He 'd have to be blind and stupid not to see the fire that passed in the kid 's eyes , or the way his chest puffed up .",0
wb/sel/83/sel_8375,1,"I 'm thinking the pump , since it also pulsated before I did any work , but it does n't make any noise or anything .",0
wb/sel/84/sel_8428,1,"I might have been biten , but it would n't have been able to pulverize the bones in my arm or leg and mame me for life .",0
wb/sel/84/sel_8442,1,"To me , Bush really did n't care about the whole thing and punted , letting NASA and the status quo continue on for the next two or three decades .",0
wb/sel/86/sel_8627,1,"I 'm serious -- this is not a rhetorical question , and I 'm truly not just asking it to be a smartass or to rag on anyone .",0
wb/sel/88/sel_8869,1,"This is a retreat , though - so we should be more relaxed , and find time to rejuvenate ourselves , reflect on what we have done , our resources and capacities , how we can improve our capacities , our hopesvisions , and how we can prepare ourselves for the long haul ( since our mission is not something we are going to be able to pull off in just a year or two ) .",0
wb/sel/88/sel_8869(1),1,"This is a retreat , though - so we should be more relaxed , and find time to rejuvenate ourselves , reflect on what we have done , our resources and capacities , how we can improve our capacities , our hopesvisions , and how we can prepare ourselves for the long haul ( since our mission is not something we are going to be able to pull off in just a year or two ) .",0
wb/sel/88/sel_8876,1,"Usually , they are older , as not many of them can rejuvenate themselves to look much younger than eight or nine years old .",0
wb/sel/89/sel_8903,1,"First of all , it 's important to point out that Woods did not repudiate blacks or blackness .",0
wb/sel/89/sel_8922,1,I did not say whether she ( as a Jew ) should or should not repudiate the ADL .,0
wb/sel/91/sel_9193,1,"But if he does not rouse himself and respond ( behavior ) , I 'll look more closely , and perhaps discover that he is a mannequin , or even dead .",0
wb/sel/93/sel_9373,1,"Continue cooking , whisking constantly , until roux is dark red-brown , about 3-5 minutes ( be careful not to let it scorch in the pan or splash on you ) .",0
wb/sel/95/sel_9519,1,"I like X followed by NT , too , but in our methods 1N shows a 17-19 balanced hand , so in this case it 's either 2N or shade it a little because I 'm not thrilled about the C Qx .",0
wb/sel/97/sel_9728,1,"Similarly a Muslim is not permitted to shroud him or bury him unless it is feared that the body would decompose because of weather conditions , or that it would attract predatory beasts , etc. In such a case , he may be buried in a hole and covered with dust .",0
wb/sel/97/sel_9746,1,"i read this and thought & quot ; hey at least they left the kid inside , instead of out on the street like the one last week ; and did n't try to sizzle it or squish it or drop it out a window. & quot ;",0
wb/sel/98/sel_9833,1,"I do not argue that poor candidates should receive a subsidy , but I do not think that we should claim one person one vote and then slant the information received by the public hugely in favour of the rich , or ' friends ' of the rich .",0
