filename,treeno,tree,sentence,match,spanString
wb/eng/00/eng_0009,356,"(TOP (S (CC But)(NP-SBJ (PRP I))(VP (VBP think)(SBAR (-NONE- 0)(S (NP-SBJ (PRP you))(VP (VBP are)(VP (VBG making)(NP (PRP it))(PRT (RP up))(PP-CLR (IN from)(NP (NP (DT a)(NN version))(SBAR (SBAR (WHNP-1 (WDT that))(S (NP-SBJ (-NONE- *T*-1))(VP (VBZ does)(RB n't)(VP (VB exist)(PP-LOC (IN in)(NP (NN reality)))))))(, ,)(CC or)(SBAR (WHNP-2 (WDT that))(S (NP-SBJ-3 (-NONE- *T*-2))(VP (MD ca)(RB n't)(VP (VB be)(VP (VBN tied)(NP (-NONE- *-3))(PP-CLR (IN to)(NP (NNP Michael)(NNP Jackson))))))))))))))))(. .)))","But I think 0 you are making it up from a version that *T*-1 does n't exist in reality , or that *T*-2 ca n't be tied *-3 to Michael Jackson .",NA,NA
wb/eng/00/eng_0012,60,"(TOP (S (NP-SBJ (NP (DT The)(NNS enemies))(PP (IN of)(NP (DT this)(NN coalition))))(VP (VBP are)(, ,)(ADVP (RB however))(, ,)(ADVP (RB surprisingly))(RB not)(NP-PRD (NP (PDT all)(DT the)(NNS puritans))(PP (IN of)(NP (NP (DT the)(NNP Right))(CC or)(NP (DT the)(`` ``)(JJ new)(NNP Left)('' '')))))(-LRB- -LRB-)(SBAR-ADV (IN although)(S (NP-SBJ (NP (NNP Segolene)(NNP Royal))(, ,)(NP (NP (NP (DT the)(NNP Socialist)(NNP Party)(POS 's))(NN president))(HYPH -)(PP (IN in)(HYPH -)(NP (NN waiting)))))(VP (VBZ does)(VP (VB campaign)(PP-CLR (IN on)(NP (DT an)(JJ anti-porn)(NN agenda)))))))(-RRB- -RRB-))(. .)))","The enemies of this coalition are , however , surprisingly not all the puritans of the Right or the `` new Left '' ( although Segolene Royal , the Socialist Party 's president - in - waiting does campaign on an anti-porn agenda ) .","(VP (VBP are) (, ,) (ADVP (RB however)) (, ,) (ADVP (RB surprisingly)) (RB not) (NP-PRD (NP (PDT all) (DT the) (NNS puritans)) (PP (IN of) (NP (NP (DT the) (NNP Right)) (CC or) (NP (DT the) (`` ``) (JJ new) (NNP Left) ('' ''))))) (-LRB- -LRB-) (SBAR-ADV (IN although) (S (NP-SBJ (NP (NNP Segolene) (NNP Royal)) (, ,) (NP (NP (NP (DT the) (NNP Socialist) (NNP Party) (POS 's)) (NN president)) (HYPH -) (PP (IN in) (HYPH -) (NP (NN waiting))))) (VP (VBZ does) (VP (VB campaign) (PP-CLR (IN on) (NP (DT an) (JJ anti-porn) (NN agenda))))))) (-RRB- -RRB-)) ","are , however , surprisingly not all the puritans of the Right or the `` new Left '' ( although Segolene Royal , the Socialist Party 's president - in - waiting does campaign on an anti-porn agenda )"
wb/eng/00/eng_0012,88,"(TOP (S (NP-SBJ (PRP it))(VP (VBZ is)(RB not)(NP-PRD (NP (DT a)(NN place))(SBAR (WHADVP-1 (-NONE- 0))(S (NP-SBJ (-NONE- *PRO*))(VP (TO to)(VP (VP (VB go))(CC and)(VP (VB have)(NP (NN sex))(ADVP-MNR (RB happily))(, ,)(PP-CLR (PP (IN as)(NP (DT a)(NN person)))(CC or)(PP (IN as)(NP (DT a)(NN couple)))))(ADVP-LOC (-NONE- *T*-1))))))))(. .)))","it is not a place 0 *PRO* to go and have sex happily , as a person or as a couple *T*-1 .","(VP (VBZ is) (RB not) (NP-PRD (NP (DT a) (NN place)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *PRO*)) (VP (TO to) (VP (VP (VB go)) (CC and) (VP (VB have) (NP (NN sex)) (ADVP-MNR (RB happily)) (, ,) (PP-CLR (PP (IN as) (NP (DT a) (NN person))) (CC or) (PP (IN as) (NP (DT a) (NN couple))))) (ADVP-LOC (-NONE- *T*-1)))))))) ","is not a place 0 *PRO* to go and have sex happily , as a person or as a couple *T*-1"
wb/eng/00/eng_0012,124,(TOP (S (NP-SBJ-1 (PRP I))(VP (VBD left)(NP (DT the)(NNP Beverly))(S-ADV (NP-SBJ (-NONE- *PRO*-1))(ADJP-PRD (ADJP (JJ intrigued)(PP (-NONE- *RNR*-2)))(CC but)(ADJP (ADVP (RB not)(RB quite))(JJ convinced)(PP (-NONE- *RNR*-2)))(PP-2 (IN by)(NP (NP (NNP Ovidie)(POS 's))(NN argument)(SBAR (IN that)(S (S-NOM-SBJ (NP-SBJ (-NONE- *PRO*))(VP (VBG writing)(CC or)(VBG screening)(NP (NN sex))))(VP (VBZ is)(PP-MNR (IN in)(NP (PRP itself)))(NP-PRD (NP (DT a)(ADJP (RB genuinely)(JJ subversive))(NN statement))(PP (IN of)(NP (ADJP (JJ wilful)(CC and)(JJ unrepentant))(JJ erotic)(NN intent))))))))))))(. .))),I left the Beverly *PRO*-1 intrigued *RNR*-2 but not quite convinced *RNR*-2 by Ovidie 's argument that *PRO* writing or screening sex is in itself a genuinely subversive statement of wilful and unrepentant erotic intent .,NA,NA
wb/eng/00/eng_0015,167,"(TOP (S (S-PRP (NP-SBJ (-NONE- *PRO*))(VP (TO To)(VP (VB care)(PP-CLR (IN for)(NP (NP (DT all))(PP (IN of)(NP (NP (DT the)(NN region)(POS 's))(JJ displaced)(NNPS Iraqis))))))))(, ,)(NP-SBJ (DT the)(NN agency))(VP (VBD had)(NP (NP (DT a)(JJ total)(NN budget))(PP (IN of)(NP (NP (NP (NP (QP ($ $)(CD 22)(CD million))(-NONE- *U*))(PP-TMP (IN in)(NP (CD 2006))))(: --)(NP (NP (QP (JJR less)(IN than)($ $)(CD 7))(-NONE- *U*))(NP-ADV (DT a)(NN person))))(, ,)(SBAR (WHNP-1 (WDT which))(S (NP-SBJ (-NONE- *T*-1))(VP (MD must)(VP (VB cover)(NP (CONJP (RB not)(RB only))(NP (DT the)(JJ Kafkaesque)(NN registration)(NNS programs))(CONJP (CC but)(RB also))(NP (NP (JJ basic)(NN survival)(NN aid))(PP (IN to)(NP (NP (NNS refugees))(VP (VP (VBN trapped)(NP (-NONE- *))(PP-LOC (IN in)(NP (NN desert)(NNS camps))))(CC or)(VP (VBG squatting)(PP-LOC (IN in)(NP (VBN abandoned)(NNS buildings)))))))))))))))))(. .)))","*PRO* To care for all of the region 's displaced Iraqis , the agency had a total budget of $ 22 million *U* in 2006 -- less than $ 7 *U* a person , which *T*-1 must cover not only the Kafkaesque registration programs but also basic survival aid to refugees trapped * in desert camps or squatting in abandoned buildings .",NA,NA
wb/eng/00/eng_0017,63,"(TOP (S (ADVP (RB However))(, ,)(PP-TMP (IN after)(S-NOM (NP-SBJ (-NONE- *PRO*))(VP (VBG watching)(S (NP-SBJ (NNP Dr.)(NNP Nigel)(NNP Spivey))(VP (VB tell)(NP (PRP us))(SBAR (WHADVP-1 (WRB How))(S (NP-SBJ (NN Art))(VP (VBD Made)(NP (NP (DT the)(NN World))(ADVP-MNR (-NONE- *T*-1)))))))))))(PRN (-LRB- -LRB-)(S (NP-SBJ (NNP ''It))(VP (VBZ is)(RB n't)(NP-PRD (NP (DT every)(NN day))(SBAR (WHADVP-2 (-NONE- 0))(S (NP-SBJ (PRP you))(VP (VBP walk)(PRT (RP around))(PP-CLR (IN with)(NP (NP (DT a)(NML (QP (CD 16)(-LRB- -LRB-)(CC or)(CD 60)(, ?)(-RRB- -RRB-)(CD million))(NN dollar))(NN piece))(PP (IN of)(NP (NN limestone)))(PP-LOC (IN in)(NP (PRP$ your)(NN hand)))))(ADVP-TMP (-NONE- *T*-2))))))))(. .)('' '')(-RRB- -RRB-))(NP-SBJ (PRP I))(VP (VBP learn)(SBAR (IN that)(S (NP-SBJ (PRP I))(VP (VBP 've)(VP (VBN re-discovered)(NP (NP (DT a)(ADJP (NML (CD 40,000)(NN year))(HYPH -)(JJ old))(NN trick))(PP (IN of)(NP (NN story)(HYPH -)(NN telling)))))))))(. .)))","However , after *PRO* watching Dr. Nigel Spivey tell us How Art Made the World *T*-1 ( ''It is n't every day 0 you walk around with a 16 ( or 60 ? ) million dollar piece of limestone in your hand *T*-2 . '' ) I learn that I 've re-discovered a 40,000 year - old trick of story - telling .","(VP (VBZ is) (RB n't) (NP-PRD (NP (DT every) (NN day)) (SBAR (WHADVP-2 (-NONE- 0)) (S (NP-SBJ (PRP you)) (VP (VBP walk) (PRT (RP around)) (PP-CLR (IN with) (NP (NP (DT a) (NML (QP (CD 16) (-LRB- -LRB-) (CC or) (CD 60) (, ?) (-RRB- -RRB-) (CD million)) (NN dollar)) (NN piece)) (PP (IN of) (NP (NN limestone))) (PP-LOC (IN in) (NP (PRP$ your) (NN hand))))) (ADVP-TMP (-NONE- *T*-2))))))) ",is n't every day 0 you walk around with a 16 ( or 60 ? ) million dollar piece of limestone in your hand *T*-2
wb/eng/00/eng_0013,43,"(TOP (SBARQ (SBAR-ADV (IN If)(S (NP-SBJ (JJS most)(NNS people))(VP (VBP subscribe)(PP-CLR (IN to)(NP (DT the)(NN notion)(SBAR (IN that)(S (NP-SBJ (NN black)(CC and)(NN white))(VP (VBP are)(NP-PRD (CONJP (RB not)(RB only))(NP (NN skin)(NNS colors))(CC but)(NP (NP (NNS states))(PP (IN of)(NP (NN mind)))))))))))))(, ,)(WHADVP-5 (WRB why))(SQ (VBP are)(NP-SBJ-6 (PRP we))(VP (VBN baffled)(CC or)(VBN offended)(NP (-NONE- *-6))(SBAR-TMP (WHADVP-4 (WRB when))(S (NP-SBJ (NP (NNP Michael))(, ,)(SBAR (WHNP-1 (WP who))(S (NP-SBJ-2 (-NONE- *T*-1))(VP (VBD was)(VP (VBN introduced)(NP (-NONE- *-2))(PP-CLR (IN to)(NP (NP (DT the)(JJ white)(NNS ways))(PP (IN of)(NP (NNP Hollywood)))))(PP-TMP (IN at)(NP (NP (DT the)(NN age))(PP (IN of)(NP (CD 5))))))))))(, ,)(VP (VBZ tells)(NP (PRP us))(SBAR (IN that)(S (NP-SBJ (PRP he))(VP (VBZ is)(RB n't)(ADJP-PRD (JJ sure)(SBAR (WHNP-3 (WP what))(S (NP-SBJ (PRP$ his)(JJ true)(NN color))(VP (VBZ is)(NP-PRD (-NONE- *T*-3)))))))))(ADVP-TMP (-NONE- *T*-4)))))(ADVP-PRP (-NONE- *T*-5))))(. ?)))","If most people subscribe to the notion that black and white are not only skin colors but states of mind , why are we baffled or offended *-6 when Michael , who *T*-1 was introduced *-2 to the white ways of Hollywood at the age of 5 , tells us that he is n't sure what his true color is *T*-3 *T*-4 *T*-5 ?",NA,NA
wb/eng/00/eng_0013,45,"(TOP (S (NP-TMP (NP (DT Every)(NN time))(SBAR (WHADVP-1 (-NONE- 0))(S (NP-SBJ (DT the)(JJ androgynous)(NNP Jackson))(VP (VBZ goes)(PP-CLR (IN under)(NP (DT the)(NN knife)))(ADVP-TMP (-NONE- *T*-1))))))(NP-SBJ (PRP he))(VP (VBZ is)(VP (VBG crying)(PRT (RP out))(SBAR (IN that)(S (NP-SBJ (PRP he))(VP (VBZ does)(RB n't)(VP (VB know)(SBAR (IN if)(S (NP-SBJ (PRP he))(VP (VBZ is)(UCP-PRD (NP (NN man)(CC or)(NN woman))(, ,)(NP (NN child)(CC or)(NN adult))(, ,)(ADJP (JJ black)(CC or)(JJ white))))))))))))(. .)))","Every time 0 the androgynous Jackson goes under the knife *T*-1 he is crying out that he does n't know if he is man or woman , child or adult , black or white .","(VP (VBZ does) (RB n't) (VP (VB know) (SBAR (IN if) (S (NP-SBJ (PRP he)) (VP (VBZ is) (UCP-PRD (NP (NN man) (CC or) (NN woman)) (, ,) (NP (NN child) (CC or) (NN adult)) (, ,) (ADJP (JJ black) (CC or) (JJ white)))))))) ","does n't know if he is man or woman , child or adult , black or white"
wb/eng/00/eng_0013,45,"(TOP (S (NP-TMP (NP (DT Every)(NN time))(SBAR (WHADVP-1 (-NONE- 0))(S (NP-SBJ (DT the)(JJ androgynous)(NNP Jackson))(VP (VBZ goes)(PP-CLR (IN under)(NP (DT the)(NN knife)))(ADVP-TMP (-NONE- *T*-1))))))(NP-SBJ (PRP he))(VP (VBZ is)(VP (VBG crying)(PRT (RP out))(SBAR (IN that)(S (NP-SBJ (PRP he))(VP (VBZ does)(RB n't)(VP (VB know)(SBAR (IN if)(S (NP-SBJ (PRP he))(VP (VBZ is)(UCP-PRD (NP (NN man)(CC or)(NN woman))(, ,)(NP (NN child)(CC or)(NN adult))(, ,)(ADJP (JJ black)(CC or)(JJ white))))))))))))(. .)))","Every time 0 the androgynous Jackson goes under the knife *T*-1 he is crying out that he does n't know if he is man or woman , child or adult , black or white .","(VP (VBZ does) (RB n't) (VP (VB know) (SBAR (IN if) (S (NP-SBJ (PRP he)) (VP (VBZ is) (UCP-PRD (NP (NN man) (CC or) (NN woman)) (, ,) (NP (NN child) (CC or) (NN adult)) (, ,) (ADJP (JJ black) (CC or) (JJ white)))))))) ","does n't know if he is man or woman , child or adult , black or white"
wb/eng/00/eng_0013,45,"(TOP (S (NP-TMP (NP (DT Every)(NN time))(SBAR (WHADVP-1 (-NONE- 0))(S (NP-SBJ (DT the)(JJ androgynous)(NNP Jackson))(VP (VBZ goes)(PP-CLR (IN under)(NP (DT the)(NN knife)))(ADVP-TMP (-NONE- *T*-1))))))(NP-SBJ (PRP he))(VP (VBZ is)(VP (VBG crying)(PRT (RP out))(SBAR (IN that)(S (NP-SBJ (PRP he))(VP (VBZ does)(RB n't)(VP (VB know)(SBAR (IN if)(S (NP-SBJ (PRP he))(VP (VBZ is)(UCP-PRD (NP (NN man)(CC or)(NN woman))(, ,)(NP (NN child)(CC or)(NN adult))(, ,)(ADJP (JJ black)(CC or)(JJ white))))))))))))(. .)))","Every time 0 the androgynous Jackson goes under the knife *T*-1 he is crying out that he does n't know if he is man or woman , child or adult , black or white .","(VP (VBZ does) (RB n't) (VP (VB know) (SBAR (IN if) (S (NP-SBJ (PRP he)) (VP (VBZ is) (UCP-PRD (NP (NN man) (CC or) (NN woman)) (, ,) (NP (NN child) (CC or) (NN adult)) (, ,) (ADJP (JJ black) (CC or) (JJ white)))))))) ","does n't know if he is man or woman , child or adult , black or white"
wb/eng/00/eng_0011,56,"(TOP (S (NP-SBJ (NN Eclecticism))(VP (VBZ is)(NP-PRD (DT a)(NN virtue))(SBAR-PRP (IN because)(S (CONJP (RB not)(RB only))(SINV (VBZ does)(NP-SBJ (PRP it))(VP (VP (VB draw)(PP-CLR (IN from)(NP (NP (DT a)(NN variety))(PP (IN of)(NP (NNS sources))))))(CC and)(VP (VB promote)(NP (JJ divergent)(NNS positions)))))(, ,)(S (NP-SBJ (PRP it))(ADVP (RB also))(VP (VBZ makes)(NP (NP (DT an)(NN argument))(PP (IN about)(SBAR (WHNP-1 (WHNP (WP what))(PP (-NONE- *ICH*-3)))(S (NP-SBJ (-NONE- *T*-1))(VP (VBZ is)(ADJP-PRD (JJS best))(PP-3 (IN among)(NP (NP (DT the)(JJ various)(NNS doctrines)(, ,)(NNS methods)(CC or)(NNS styles))(SBAR (WHNP-2 (-NONE- 0))(S (NP-SBJ (PRP it))(VP (VBZ employs)(NP (-NONE- *T*-2)))))))))))))))))(. .)))","Eclecticism is a virtue because not only does it draw from a variety of sources and promote divergent positions , it also makes an argument about what *ICH*-3 *T*-1 is best among the various doctrines , methods or styles 0 it employs *T*-2 .",NA,NA
wb/eng/00/eng_0008,24,(TOP (S (NP-SBJ (EX There))(VP (VBP remain)(NP-PRD (NP (NNS people))(SBAR (WHNP-1 (WP who))(S (NP-SBJ (-NONE- *T*-1))(VP (MD wo)(RB n't)(VP (VB buy)(NP (NNS smarttags))(SBAR-PRP (IN because)(S (NP-SBJ (PRP they))(VP (VBP do)(RB n't)(VP (VB want)(S (NP-SBJ (NP (NNP Big)(NNP Brother))(NAC (-NONE- *ICH*-2)))(VP (TO to)(VP (VB have)(NP (DT the)(NNS data))(-LRB- -LRB-)(NAC-2 (CC or)(NP (NP (PRP$ their)(NN spouse)(POS 's))(NN divorce)(NN lawyer))))))))))))))))(. .)(-RRB- -RRB-))),There remain people who *T*-1 wo n't buy smarttags because they do n't want Big Brother *ICH*-2 to have the data ( or their spouse 's divorce lawyer . ),(VP (MD wo) (RB n't) (VP (VB buy) (NP (NNS smarttags)) (SBAR-PRP (IN because) (S (NP-SBJ (PRP they)) (VP (VBP do) (RB n't) (VP (VB want) (S (NP-SBJ (NP (NNP Big) (NNP Brother)) (NAC (-NONE- *ICH*-2))) (VP (TO to) (VP (VB have) (NP (DT the) (NNS data)) (-LRB- -LRB-) (NAC-2 (CC or) (NP (NP (PRP$ their) (NN spouse) (POS 's)) (NN divorce) (NN lawyer)))))))))))) ,wo n't buy smarttags because they do n't want Big Brother *ICH*-2 to have the data ( or their spouse 's divorce lawyer
wb/eng/00/eng_0008,24,(TOP (S (NP-SBJ (EX There))(VP (VBP remain)(NP-PRD (NP (NNS people))(SBAR (WHNP-1 (WP who))(S (NP-SBJ (-NONE- *T*-1))(VP (MD wo)(RB n't)(VP (VB buy)(NP (NNS smarttags))(SBAR-PRP (IN because)(S (NP-SBJ (PRP they))(VP (VBP do)(RB n't)(VP (VB want)(S (NP-SBJ (NP (NNP Big)(NNP Brother))(NAC (-NONE- *ICH*-2)))(VP (TO to)(VP (VB have)(NP (DT the)(NNS data))(-LRB- -LRB-)(NAC-2 (CC or)(NP (NP (PRP$ their)(NN spouse)(POS 's))(NN divorce)(NN lawyer))))))))))))))))(. .)(-RRB- -RRB-))),There remain people who *T*-1 wo n't buy smarttags because they do n't want Big Brother *ICH*-2 to have the data ( or their spouse 's divorce lawyer . ),(VP (VBP do) (RB n't) (VP (VB want) (S (NP-SBJ (NP (NNP Big) (NNP Brother)) (NAC (-NONE- *ICH*-2))) (VP (TO to) (VP (VB have) (NP (DT the) (NNS data)) (-LRB- -LRB-) (NAC-2 (CC or) (NP (NP (PRP$ their) (NN spouse) (POS 's)) (NN divorce) (NN lawyer)))))))) ,do n't want Big Brother *ICH*-2 to have the data ( or their spouse 's divorce lawyer
wb/eng/00/eng_0008,94,(TOP (S (NP-SBJ (DT This))(VP (MD will)(RB not)(VP (VB end)(SBAR-TMP (IN until)(S (S (NP-SBJ-1 (DT the)(NNP Dillon)(NNP Rule))(VP (VBZ is)(VP (VBN discarded)(NP (-NONE- *-1))(PP-LOC (IN in)(NP (NNP Virginia))))))(CC or)(S (NP-SBJ (NNP Northern)(NNP Virginia))(VP (VBZ forms)(NP (DT a)(JJ separate)(NN state))))))))(. .))),This will not end until the Dillon Rule is discarded *-1 in Virginia or Northern Virginia forms a separate state .,(VP (MD will) (RB not) (VP (VB end) (SBAR-TMP (IN until) (S (S (NP-SBJ-1 (DT the) (NNP Dillon) (NNP Rule)) (VP (VBZ is) (VP (VBN discarded) (NP (-NONE- *-1)) (PP-LOC (IN in) (NP (NNP Virginia)))))) (CC or) (S (NP-SBJ (NNP Northern) (NNP Virginia)) (VP (VBZ forms) (NP (DT a) (JJ separate) (NN state)))))))) ,will not end until the Dillon Rule is discarded *-1 in Virginia or Northern Virginia forms a separate state
wb/eng/00/eng_0004,127,"(TOP (S (S (NP-SBJ-1 (PRP We))(VP (VBP are)(RB not)(VP (VBG going)(S (NP-SBJ (-NONE- *-1))(VP (TO to)(VP (VB pay)(PP-CLR (IN for)(NP (NNPS APF's)))(PP-MNR (IN up)(NP (NN front)))))))))(, ,)(CC so)(S (NP-SBJ (PRP it))(VP (VBZ is)(NP-PRD (NP (DT a)(NN recipe))(PP (IN for)(S-NOM (NP-SBJ (-NONE- *PRO*))(VP (VBG creating)(NP (CC either)(NP (DT no)(NN development))(CC or)(NP (RB only)(ADJP (RB hoplessly)(JJ expensive))(NN development)))))))))))","We are not going *-1 to pay for APF's up front , so it is a recipe for *PRO* creating either no development or only hoplessly expensive development",NA,NA
wb/eng/00/eng_0006,82,(TOP (SQ (VB Were)(NP-SBJ (PRP you))(ADJP-PRD (JJ aware)(SBAR (IN that)(S (NP-SBJ (NNP VDOT))(VP (VBZ does)(RB not)(VP (VB include)(NP (NP (NNS projects))(SBAR (WHNP-1 (WDT that))(S (NP-SBJ (-NONE- *T*-1))(VP (VBP are)(RB n't)(PP-PRD (`` ``)(PP (IN on)(NP (NN time)))('' '')(CC or)(`` ``)(PP (IN over)(NP (NN budget)))('' ''))))))(PP-CLR (IN in)(NP (DT that)(NN figure))))))))(. ?))),Were you aware that VDOT does not include projects that *T*-1 are n't `` on time '' or `` over budget '' in that figure ?,(VP (VBZ does) (RB not) (VP (VB include) (NP (NP (NNS projects)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBP are) (RB n't) (PP-PRD (`` ``) (PP (IN on) (NP (NN time))) ('' '') (CC or) (`` ``) (PP (IN over) (NP (NN budget))) ('' '')))))) (PP-CLR (IN in) (NP (DT that) (NN figure))))) ,does not include projects that *T*-1 are n't `` on time '' or `` over budget '' in that figure
wb/eng/00/eng_0006,82,(TOP (SQ (VB Were)(NP-SBJ (PRP you))(ADJP-PRD (JJ aware)(SBAR (IN that)(S (NP-SBJ (NNP VDOT))(VP (VBZ does)(RB not)(VP (VB include)(NP (NP (NNS projects))(SBAR (WHNP-1 (WDT that))(S (NP-SBJ (-NONE- *T*-1))(VP (VBP are)(RB n't)(PP-PRD (`` ``)(PP (IN on)(NP (NN time)))('' '')(CC or)(`` ``)(PP (IN over)(NP (NN budget)))('' ''))))))(PP-CLR (IN in)(NP (DT that)(NN figure))))))))(. ?))),Were you aware that VDOT does not include projects that *T*-1 are n't `` on time '' or `` over budget '' in that figure ?,(VP (VBP are) (RB n't) (PP-PRD (`` ``) (PP (IN on) (NP (NN time))) ('' '') (CC or) (`` ``) (PP (IN over) (NP (NN budget))) ('' ''))) ,are n't `` on time '' or `` over budget ''
wb/eng/00/eng_0002,102,"(TOP (S (CC but)(NP-SBJ (PRP it))(VP (VBZ is)(ADJP-PRD (ADJP (RB hardly)(JJ unprecedented))(, ,)(CC and)(RB not)(ADJP-PRD (JJ worth)(NP (NP (PDT quite)(DT the)(NN hype)(CC or)(NN hysteria))(SBAR (WHNP-1 (-NONE- 0))(S (NP-SBJ (PRP it))(VP (VBZ is)(VP (VBG generating)(NP (-NONE- *T*-1))))))))))(. .)))","but it is hardly unprecedented , and not worth quite the hype or hysteria 0 it is generating *T*-1 .","(ADJP-PRD (ADJP (RB hardly) (JJ unprecedented)) (, ,) (CC and) (RB not) (ADJP-PRD (JJ worth) (NP (NP (PDT quite) (DT the) (NN hype) (CC or) (NN hysteria)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (PRP it)) (VP (VBZ is) (VP (VBG generating) (NP (-NONE- *T*-1))))))))) ","hardly unprecedented , and not worth quite the hype or hysteria 0 it is generating *T*-1"
wb/eng/00/eng_0002,127,(TOP (S (NP-SBJ (PRP I))(VP (VBP predict)(NFP ...)(SBAR (-NONE- 0)(S (NP-SBJ (NP (NNS lots))(PP (IN of)(NP (NNS folks))))(VP (MD will)(VP (VB be)(VP (VBG taking)(NP (NP (JJR harder)(NNS looks))(PP (IN at)(SBAR (IN whether)(CC or)(RB not)(S (S (NP-SBJ (NNS choices))(VP (VBP are)(NP-PRD (NNS choices))))(CC or)(S (NP-SBJ (DT no)(NN choice))('' '')(VP (VBZ is)(ADVP (RB truly))(NP-PRD (DT no)(NN choice))))))))))))))(. .))),I predict ... 0 lots of folks will be taking harder looks at whether or not choices are choices or no choice '' is truly no choice .,(SBAR (IN whether) (CC or) (RB not) (S (S (NP-SBJ (NNS choices)) (VP (VBP are) (NP-PRD (NNS choices)))) (CC or) (S (NP-SBJ (DT no) (NN choice)) ('' '') (VP (VBZ is) (ADVP (RB truly)) (NP-PRD (DT no) (NN choice)))))) ,whether or not choices are choices or no choice '' is truly no choice
wb/eng/00/eng_0002,152,"(TOP (S (NP-SBJ-1 (PRP I))(VP (VBP do)(RB n't)(VP (VB mind)(S (NP-SBJ (-NONE- *PRO*-1))(VP (VP (VBG paying)(SBAR-NOM (WHNP-2 (WP what))(S (NP-SBJ (PRP it))(VP (VBZ costs)(NP (-NONE- *T*-2))(S-CLR (NP-SBJ (-NONE- *PRO*))(VP (TO to)(VP (VB drive))))))))(CC or)(VP (VBG paying)(SBAR-NOM (WHNP-3 (WP what))(S (NP-SBJ (PRP I))(VP (VBP owe)(NP (-NONE- *T*-3))))))))))(. ,)))","I do n't mind *PRO*-1 paying what it costs *T*-2 *PRO* to drive or paying what I owe *T*-3 ,",(VP (VBP do) (RB n't) (VP (VB mind) (S (NP-SBJ (-NONE- *PRO*-1)) (VP (VP (VBG paying) (SBAR-NOM (WHNP-2 (WP what)) (S (NP-SBJ (PRP it)) (VP (VBZ costs) (NP (-NONE- *T*-2)) (S-CLR (NP-SBJ (-NONE- *PRO*)) (VP (TO to) (VP (VB drive)))))))) (CC or) (VP (VBG paying) (SBAR-NOM (WHNP-3 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP owe) (NP (-NONE- *T*-3)))))))))) ,do n't mind *PRO*-1 paying what it costs *T*-2 *PRO* to drive or paying what I owe *T*-3
wb/eng/00/eng_0000,85,"(TOP (SQ (MD Would)(RB n't)(NP-SBJ (PRP you))(VP (VB expect)(S (NP-SBJ (NP (DT some))(PP (IN of)(NP (DT the)(JJ religious)(NNS leaders))))(VP (VP (TO to)(VP (VB do)(NP (PRP it))(NP-ADV (PRP themselves))))(, ,)(CC or)(VP (TO to)(VP (VB talk)(NP (PRP$ their)(NNS sons))(PP-CLR (IN into)(S-NOM (NP-SBJ (-NONE- *PRO*))(VP (VBG doing)(NP (PRP it)))))))))(, ,)(SBAR-ADV (IN if)(S (NP-SBJ (DT this))(VP (VBZ is)(ADVP (RB truly))(NP-PRD (NP (DT a)(JJ supreme)(NN act))(PP (IN of)(NP (JJ religious)(NN fervor))))))))(. ?)))","Would n't you expect some of the religious leaders to do it themselves , or to talk their sons into *PRO* doing it , if this is truly a supreme act of religious fervor ?","(SQ (MD Would) (RB n't) (NP-SBJ (PRP you)) (VP (VB expect) (S (NP-SBJ (NP (DT some)) (PP (IN of) (NP (DT the) (JJ religious) (NNS leaders)))) (VP (VP (TO to) (VP (VB do) (NP (PRP it)) (NP-ADV (PRP themselves)))) (, ,) (CC or) (VP (TO to) (VP (VB talk) (NP (PRP$ their) (NNS sons)) (PP-CLR (IN into) (S-NOM (NP-SBJ (-NONE- *PRO*)) (VP (VBG doing) (NP (PRP it))))))))) (, ,) (SBAR-ADV (IN if) (S (NP-SBJ (DT this)) (VP (VBZ is) (ADVP (RB truly)) (NP-PRD (NP (DT a) (JJ supreme) (NN act)) (PP (IN of) (NP (JJ religious) (NN fervor)))))))) (. ?)) ","Would n't you expect some of the religious leaders to do it themselves , or to talk their sons into *PRO* doing it , if this is truly a supreme act of religious fervor ?"
